chr1	2229600	2229613	-
chr1	2391512	2391525	-
chr1	2391518	2391531	-
chr1	2391528	2391541	-
chr1	2391588	2391601	+
chr1	2391662	2391675	+
chr1	2391713	2391726	-
chr1	2391795	2391808	-
chr1	2391809	2391822	+
chr1	2408960	2408973	-
chr1	2408986	2408999	-
chr1	2408989	2409002	-
chr1	2409047	2409060	+
chr1	2409113	2409126	-
chr1	2409296	2409309	-
chr1	2410026	2410039	+
chr1	2410092	2410105	+
chr1	2410128	2410141	+
chr1	2412057	2412070	-
chr1	2412061	2412074	+
chr1	2412083	2412096	+
chr1	2412108	2412121	-
chr1	2412325	2412338	-
chr1	2412470	2412483	-
chr1	2412471	2412484	+
chr1	2412488	2412501	+
chr1	2415322	2415335	+
chr1	2415374	2415387	+
chr1	2415434	2415447	-
chr1	2415482	2415495	-
chr1	2415529	2415542	+
chr1	2438019	2438032	-
chr1	2438240	2438253	-
chr1	2438282	2438295	-
chr1	2459831	2459844	+
chr1	2459878	2459891	-
chr1	2459879	2459892	+
chr1	2459906	2459919	+
chr1	2459967	2459980	-
chr1	2460051	2460064	+
chr1	2460053	2460066	-
chr1	2460091	2460104	-
chr1	2460104	2460117	-
chr1	2480734	2480747	-
chr1	2481151	2481164	-
chr1	2481161	2481174	-
chr1	2481171	2481184	-
chr1	2481191	2481204	+
chr1	2494378	2494391	+
chr1	2494520	2494533	+
chr1	2494651	2494664	-
chr1	2509824	2509837	+
chr1	2526230	2526243	-
chr1	2526238	2526251	+
chr1	2526556	2526569	-
chr1	2526651	2526664	-
chr1	2526729	2526742	+
chr1	2527483	2527496	+
chr1	2527499	2527512	-
chr1	2527500	2527513	+
chr1	2528137	2528150	-
chr1	2528188	2528201	-
chr1	2531187	2531200	-
chr1	2531265	2531278	+
chr1	2541697	2541710	+
chr1	2541734	2541747	-
chr1	2541737	2541750	-
chr1	2546145	2546158	-
chr1	2546195	2546208	-
chr1	2546206	2546219	+
chr1	2546282	2546295	+
chr1	2546399	2546412	-
chr1	2546402	2546415	-
chr1	2546921	2546934	-
chr1	2547006	2547019	+
chr1	2547113	2547126	+
chr1	2547116	2547129	+
chr1	2548114	2548127	+
chr1	2548151	2548164	-
chr1	2548189	2548202	-
chr1	2548190	2548203	+
chr1	2548736	2548749	+
chr1	2548916	2548929	+
chr1	2578379	2578392	-
chr1	2578408	2578421	-
chr1	2583961	2583974	-
chr1	2583964	2583977	-
chr1	2583965	2583978	+
chr1	2583968	2583981	+
chr1	2586313	2586326	-
chr1	2586354	2586367	-
chr1	2586410	2586423	-
chr1	2586568	2586581	-
chr1	2586653	2586666	+
chr1	2586684	2586697	-
chr1	2592976	2592989	+
chr1	2643206	2643219	-
chr1	2643207	2643220	+
chr1	2643210	2643223	+
chr1	2643340	2643353	-
chr1	2643343	2643356	-
chr1	2911419	2911432	-
chr1	2911437	2911450	-
chr1	3101190	3101203	-
chr1	3101193	3101206	-
chr1	3127196	3127209	-
chr1	3127219	3127232	-
chr1	3127383	3127396	-
chr1	3165388	3165401	+
chr1	3175036	3175049	+
chr1	3175073	3175086	-
chr1	3219418	3219431	-
chr1	3255853	3255866	+
chr1	3255883	3255896	+
chr1	3255912	3255925	-
chr1	3255943	3255956	+
chr1	3313721	3313734	-
chr1	3313793	3313806	-
chr1	3313906	3313919	-
chr1	3319983	3319996	-
chr1	3320128	3320141	-
chr1	3334084	3334097	+
chr1	3334131	3334144	-
chr1	3359764	3359777	+
chr1	3359833	3359846	+
chr1	3359869	3359882	-
chr1	3410323	3410336	-
chr1	3424872	3424885	-
chr1	3424900	3424913	-
chr1	3424928	3424941	-
chr1	3424954	3424967	+
chr1	3454301	3454314	+
chr1	3454340	3454353	+
chr1	3454398	3454411	+
chr1	3454434	3454447	-
chr1	3454435	3454448	+
chr1	3454438	3454451	+
chr1	3454571	3454584	-
chr1	3482368	3482381	-
chr1	3502348	3502361	+
chr1	3529465	3529478	-
chr1	3529538	3529551	-
chr1	3529675	3529688	+
chr1	3531488	3531501	+
chr1	3531535	3531548	-
chr1	3531536	3531549	+
chr1	3547581	3547594	-
chr1	3553411	3553424	-
chr1	3553442	3553455	+
chr1	3587235	3587248	+
chr1	3587248	3587261	-
chr1	3587342	3587355	+
chr1	3619151	3619164	-
chr1	3619186	3619199	-
chr1	3619187	3619200	+
chr1	3624623	3624636	-
chr1	3624645	3624658	+
chr1	3624825	3624838	+
chr1	3624881	3624894	+
chr1	3624995	3625008	-
chr1	3624996	3625009	+
chr1	3624999	3625012	+
chr1	3625614	3625627	-
chr1	3625623	3625636	-
chr1	3625804	3625817	-
chr1	3625805	3625818	+
chr1	3650003	3650016	-
chr1	3650007	3650020	+
chr1	3650019	3650032	-
chr1	3650101	3650114	+
chr1	3668761	3668774	-
chr1	3668835	3668848	-
chr1	3668919	3668932	+
chr1	3668933	3668946	+
chr1	3668989	3669002	-
chr1	3669026	3669039	-
chr1	3669079	3669092	-
chr1	3669107	3669120	+
chr1	3669123	3669136	-
chr1	3674910	3674923	+
chr1	3708943	3708956	-
chr1	3713120	3713133	-
chr1	3713298	3713311	-
chr1	3724544	3724557	-
chr1	3724586	3724599	-
chr1	3724587	3724600	+
chr1	3743948	3743961	+
chr1	3747399	3747412	+
chr1	3747495	3747508	+
chr1	3747537	3747550	-
chr1	3772550	3772563	-
chr1	3772566	3772579	-
chr1	3772587	3772600	-
chr1	3772610	3772623	-
chr1	3772665	3772678	-
chr1	3772688	3772701	-
chr1	3772709	3772722	-
chr1	3772737	3772750	-
chr1	3776074	3776087	+
chr1	3776101	3776114	+
chr1	3781145	3781158	-
chr1	3781191	3781204	+
chr1	3781194	3781207	+
chr1	3781328	3781341	-
chr1	3795441	3795454	+
chr1	3796481	3796494	-
chr1	3796504	3796517	+
chr1	3796541	3796554	-
chr1	3796569	3796582	-
chr1	3796615	3796628	-
chr1	3857333	3857346	+
chr1	3857501	3857514	+
chr1	3857553	3857566	+
chr1	3857562	3857575	-
chr1	3857677	3857690	+
chr1	3857680	3857693	+
chr1	3858284	3858297	-
chr1	3858328	3858341	-
chr1	3858394	3858407	+
chr1	3900033	3900046	+
chr1	3900108	3900121	+
chr1	3900166	3900179	-
chr1	3900255	3900268	+
chr1	3900341	3900354	-
chr1	3901162	3901175	-
chr1	3901188	3901201	+
chr1	3901366	3901379	-
chr1	3901455	3901468	-
chr1	3901473	3901486	-
chr1	3942900	3942913	+
chr1	4228092	4228105	-
chr1	4228112	4228125	-
chr1	4228115	4228128	-
chr1	4228135	4228148	-
chr1	4228158	4228171	-
chr1	4228161	4228174	-
chr1	4412146	4412159	-
chr1	4426039	4426052	-
chr1	4527960	4527973	+
chr1	4527993	4528006	+
chr1	4555727	4555740	+
chr1	4596746	4596759	+
chr1	4596765	4596778	+
chr1	4597096	4597109	+
chr1	4674183	4674196	+
chr1	4674514	4674527	-
chr1	4700990	4701003	-
chr1	4711170	4711183	+
chr1	4729984	4729997	-
chr1	4730037	4730050	+
chr1	4730089	4730102	+
chr1	4730505	4730518	-
chr1	4854017	4854030	+
chr1	4970769	4970782	-
chr1	4970853	4970866	-
chr1	5099812	5099825	-
chr1	5099826	5099839	+
chr1	5227103	5227116	+
chr1	5227282	5227295	-
chr1	5373424	5373437	+
chr1	5431038	5431051	+
chr1	5456251	5456264	-
chr1	5485969	5485982	-
chr1	5485988	5486001	-
chr1	5486121	5486134	-
chr1	5486197	5486210	-
chr1	5486216	5486229	-
chr1	5486235	5486248	-
chr1	5486385	5486398	+
chr1	5551618	5551631	-
chr1	5551786	5551799	-
chr1	5551816	5551829	+
chr1	5598340	5598353	+
chr1	5598730	5598743	-
chr1	5621222	5621235	-
chr1	5637366	5637379	-
chr1	5637367	5637380	+
chr1	5648686	5648699	-
chr1	5648700	5648713	-
chr1	5667844	5667857	-
chr1	5667976	5667989	-
chr1	5688492	5688505	+
chr1	5727504	5727517	-
chr1	5727507	5727520	-
chr1	5727510	5727523	-
chr1	5727532	5727545	+
chr1	5728297	5728310	+
chr1	5745975	5745988	-
chr1	5745976	5745989	+
chr1	5745987	5746000	+
chr1	5765710	5765723	-
chr1	5765713	5765726	-
chr1	5765816	5765829	-
chr1	5765818	5765831	+
chr1	5847497	5847510	-
chr1	5847600	5847613	+
chr1	5903243	5903256	-
chr1	5903908	5903921	+
chr1	5903926	5903939	-
chr1	5932898	5932911	-
chr1	5949596	5949609	-
chr1	5949597	5949610	+
chr1	5949605	5949618	+
chr1	5975352	5975365	-
chr1	5975363	5975376	+
chr1	5986178	5986191	+
chr1	5992399	5992412	-
chr1	5992400	5992413	+
chr1	5992418	5992431	+
chr1	5992627	5992640	+
chr1	5992647	5992660	-
chr1	5992660	5992673	+
chr1	5992750	5992763	+
chr1	5992780	5992793	-
chr1	6002361	6002374	-
chr1	6002390	6002403	+
chr1	6002410	6002423	-
chr1	6026086	6026099	+
chr1	6026120	6026133	-
chr1	6026134	6026147	-
chr1	6026151	6026164	-
chr1	6026154	6026167	-
chr1	6026378	6026391	-
chr1	6052566	6052579	+
chr1	6053098	6053111	+
chr1	6058651	6058664	-
chr1	6058901	6058914	-
chr1	6058909	6058922	+
chr1	6075985	6075998	-
chr1	6091255	6091268	+
chr1	6091316	6091329	-
chr1	6108942	6108955	+
chr1	6109010	6109023	+
chr1	6109060	6109073	+
chr1	6127802	6127815	-
chr1	6127803	6127816	+
chr1	6127826	6127839	-
chr1	6127828	6127841	+
chr1	6127905	6127918	+
chr1	6127943	6127956	+
chr1	6127961	6127974	+
chr1	6127979	6127992	+
chr1	6127994	6128007	+
chr1	6128013	6128026	+
chr1	6128076	6128089	-
chr1	6148748	6148761	+
chr1	6148783	6148796	-
chr1	6148784	6148797	+
chr1	6148826	6148839	+
chr1	6148986	6148999	-
chr1	6149001	6149014	-
chr1	6157903	6157916	+
chr1	6157921	6157934	+
chr1	6199522	6199535	-
chr1	6199688	6199701	-
chr1	6199934	6199947	-
chr1	6205915	6205928	+
chr1	6205951	6205964	+
chr1	6205993	6206006	+
chr1	6206007	6206020	+
chr1	6206039	6206052	-
chr1	6206113	6206126	+
chr1	6206384	6206397	-
chr1	6220402	6220415	-
chr1	6220403	6220416	+
chr1	6235911	6235924	-
chr1	6235912	6235925	+
chr1	6235927	6235940	+
chr1	6236032	6236045	-
chr1	6236120	6236133	+
chr1	6236158	6236171	+
chr1	6236169	6236182	+
chr1	6236194	6236207	-
chr1	6245220	6245233	-
chr1	6246877	6246890	-
chr1	6246888	6246901	-
chr1	6246889	6246902	+
chr1	6295228	6295241	-
chr1	6295244	6295257	-
chr1	6295310	6295323	-
chr1	6295358	6295371	+
chr1	6302618	6302631	-
chr1	6302699	6302712	-
chr1	6302769	6302782	-
chr1	6343607	6343620	-
chr1	6343844	6343857	-
chr1	6350625	6350638	+
chr1	6350673	6350686	+
chr1	6350704	6350717	-
chr1	6351939	6351952	-
chr1	6351980	6351993	-
chr1	6352053	6352066	-
chr1	6354351	6354364	+
chr1	6374129	6374142	+
chr1	6374139	6374152	+
chr1	6374157	6374170	+
chr1	6374179	6374192	-
chr1	6392094	6392107	+
chr1	6392158	6392171	+
chr1	6392170	6392183	-
chr1	6393338	6393351	+
chr1	6393668	6393681	+
chr1	6393826	6393839	+
chr1	6394050	6394063	+
chr1	6394092	6394105	-
chr1	6394212	6394225	+
chr1	6394274	6394287	-
chr1	6404839	6404852	-
chr1	6404906	6404919	-
chr1	6412917	6412930	-
chr1	6427920	6427933	+
chr1	6427987	6428000	-
chr1	6431248	6431261	+
chr1	6464669	6464682	+
chr1	6464706	6464719	-
chr1	6486638	6486651	+
chr1	6486702	6486715	+
chr1	6490031	6490044	-
chr1	6490041	6490054	-
chr1	6490051	6490064	-
chr1	6490053	6490066	+
chr1	6520175	6520188	-
chr1	6520237	6520250	-
chr1	6554604	6554617	-
chr1	6555350	6555363	+
chr1	6555418	6555431	-
chr1	6579936	6579949	-
chr1	6601333	6601346	-
chr1	6601334	6601347	+
chr1	6613663	6613676	-
chr1	6613810	6613823	-
chr1	6623380	6623393	+
chr1	6646692	6646705	-
chr1	6701900	6701913	-
chr1	6701955	6701968	-
chr1	6720167	6720180	+
chr1	6720272	6720285	-
chr1	6784631	6784644	+
chr1	6784715	6784728	+
chr1	6784898	6784911	-
chr1	6785022	6785035	+
chr1	6785125	6785138	-
chr1	6785196	6785209	+
chr1	6785247	6785260	+
chr1	6785347	6785360	-
chr1	6785483	6785496	+
chr1	6794335	6794348	+
chr1	6890063	6890076	-
chr1	6890064	6890077	+
chr1	6890116	6890129	-
chr1	6899776	6899789	+
chr1	6909876	6909889	-
chr1	6910114	6910127	-
chr1	6959503	6959516	+
chr1	6959550	6959563	+
chr1	6965609	6965622	-
chr1	6998300	6998313	-
chr1	6998363	6998376	-
chr1	6998392	6998405	+
chr1	6998504	6998517	+
chr1	6998605	6998618	-
chr1	7075470	7075483	+
chr1	7199094	7199107	-
chr1	7207999	7208012	-
chr1	7208083	7208096	-
chr1	7262869	7262882	-
chr1	7262961	7262974	-
chr1	7299410	7299423	+
chr1	7299495	7299508	-
chr1	7335735	7335748	+
chr1	7335739	7335752	+
chr1	7340361	7340374	+
chr1	7367466	7367479	+
chr1	7380878	7380891	+
chr1	7387576	7387589	-
chr1	7539912	7539925	-
chr1	7539994	7540007	-
chr1	7574106	7574119	+
chr1	7574130	7574143	+
chr1	7574145	7574158	+
chr1	7574197	7574210	+
chr1	7649172	7649185	+
chr1	7649174	7649187	-
chr1	7649175	7649188	+
chr1	7667667	7667680	-
chr1	7667708	7667721	+
chr1	7667764	7667777	+
chr1	7704603	7704616	-
chr1	7704604	7704617	+
chr1	7704807	7704820	+
chr1	7726849	7726862	-
chr1	7745889	7745902	-
chr1	7752982	7752995	+
chr1	7752998	7753011	-
chr1	7771215	7771228	-
chr1	7771230	7771243	-
chr1	7771261	7771274	-
chr1	7783915	7783928	-
chr1	7783916	7783929	+
chr1	7784048	7784061	-
chr1	7784138	7784151	-
chr1	7784236	7784249	+
chr1	7784256	7784269	+
chr1	7784263	7784276	+
chr1	7784280	7784293	-
chr1	7784292	7784305	+
chr1	7808436	7808449	+
chr1	7835406	7835419	+
chr1	7852979	7852992	+
chr1	7885665	7885678	+
chr1	7885754	7885767	+
chr1	7885846	7885859	+
chr1	7885883	7885896	+
chr1	7902917	7902930	-
chr1	7902937	7902950	-
chr1	7903043	7903056	-
chr1	7953987	7954000	+
chr1	7954024	7954037	+
chr1	7954077	7954090	+
chr1	7954184	7954197	-
chr1	7954263	7954276	-
chr1	7961459	7961472	+
chr1	7961863	7961876	-
chr1	7971332	7971345	-
chr1	7971371	7971384	-
chr1	7975395	7975408	-
chr1	7975396	7975409	+
chr1	7975444	7975457	-
chr1	7975445	7975458	+
chr1	7975467	7975480	+
chr1	7975491	7975504	-
chr1	7982361	7982374	-
chr1	7982422	7982435	+
chr1	7982476	7982489	-
chr1	7982477	7982490	+
chr1	7982513	7982526	-
chr1	7988020	7988033	-
chr1	8004942	8004955	-
chr1	8006456	8006469	+
chr1	8015173	8015186	+
chr1	8015622	8015635	-
chr1	8020138	8020151	+
chr1	8022896	8022909	-
chr1	8026254	8026267	-
chr1	8026380	8026393	-
chr1	8031379	8031392	+
chr1	8040798	8040811	-
chr1	8061547	8061560	-
chr1	8077426	8077439	-
chr1	8084202	8084215	-
chr1	8169950	8169963	+
chr1	8170313	8170326	+
chr1	8170376	8170389	+
chr1	8182685	8182698	+
chr1	8239097	8239110	-
chr1	8244326	8244339	-
chr1	8244329	8244342	-
chr1	8252402	8252415	+
chr1	8252489	8252502	+
chr1	8259244	8259257	+
chr1	8259919	8259932	-
chr1	8312304	8312317	+
chr1	8314419	8314432	-
chr1	8314475	8314488	-
chr1	8343693	8343706	-
chr1	8343767	8343780	-
chr1	8409175	8409188	+
chr1	8409379	8409392	+
chr1	8412282	8412295	-
chr1	8412791	8412804	+
chr1	8416183	8416196	+
chr1	8424734	8424747	+
chr1	8424859	8424872	+
chr1	8424873	8424886	+
chr1	8439101	8439114	+
chr1	8462544	8462557	+
chr1	8462590	8462603	-
chr1	8467455	8467468	+
chr1	8467483	8467496	-
chr1	8525393	8525406	+
chr1	8561234	8561247	+
chr1	8571313	8571326	-
chr1	8603239	8603252	+
chr1	8609327	8609340	+
chr1	8612185	8612198	-
chr1	8643944	8643957	-
chr1	8671462	8671475	+
chr1	8671492	8671505	-
chr1	8702282	8702295	+
chr1	8703390	8703403	-
chr1	8703490	8703503	-
chr1	8730178	8730191	+
chr1	8757012	8757025	+
chr1	8787131	8787144	-
chr1	8787215	8787228	-
chr1	8817790	8817803	+
chr1	8817938	8817951	+
chr1	8822807	8822820	-
chr1	8848753	8848766	-
chr1	8848960	8848973	+
chr1	8849078	8849091	-
chr1	8849124	8849137	+
chr1	8849217	8849230	+
chr1	8878109	8878122	-
chr1	8878916	8878929	-
chr1	8879306	8879319	-
chr1	8879317	8879330	-
chr1	8880217	8880230	-
chr1	8880438	8880451	-
chr1	8890217	8890230	-
chr1	8904148	8904161	-
chr1	8904151	8904164	-
chr1	8918262	8918275	+
chr1	8918352	8918365	+
chr1	9002312	9002325	-
chr1	9027591	9027604	+
chr1	9070502	9070515	-
chr1	9070524	9070537	-
chr1	9070576	9070589	+
chr1	9101726	9101739	-
chr1	9110916	9110929	+
chr1	9110930	9110943	+
chr1	9110940	9110953	+
chr1	9128715	9128728	+
chr1	9128739	9128752	+
chr1	9128776	9128789	-
chr1	9128832	9128845	+
chr1	9128876	9128889	+
chr1	9128926	9128939	-
chr1	9128927	9128940	+
chr1	9161447	9161460	+
chr1	9162190	9162203	+
chr1	9162899	9162912	-
chr1	9163072	9163085	+
chr1	9163194	9163207	+
chr1	9164077	9164090	+
chr1	9165038	9165051	-
chr1	9165252	9165265	+
chr1	9167618	9167631	+
chr1	9225528	9225541	+
chr1	9234784	9234797	+
chr1	9234857	9234870	-
chr1	9242671	9242684	-
chr1	9242779	9242792	+
chr1	9242781	9242794	-
chr1	9242782	9242795	+
chr1	9242797	9242810	-
chr1	9242891	9242904	+
chr1	9244623	9244636	-
chr1	9295160	9295173	+
chr1	9295179	9295192	+
chr1	9338914	9338927	-
chr1	9338999	9339012	-
chr1	9339018	9339031	-
chr1	9385000	9385013	-
chr1	9385093	9385106	-
chr1	9385094	9385107	+
chr1	9428823	9428836	+
chr1	9428826	9428839	+
chr1	9428861	9428874	-
chr1	9428873	9428886	+
chr1	9428875	9428888	+
chr1	9435400	9435413	+
chr1	9435430	9435443	-
chr1	9482764	9482777	+
chr1	9491241	9491254	-
chr1	9491272	9491285	-
chr1	9538258	9538271	+
chr1	9538348	9538361	+
chr1	9539434	9539447	+
chr1	9539436	9539449	-
chr1	9542561	9542574	-
chr1	9553778	9553791	-
chr1	9553829	9553842	-
chr1	9553840	9553853	-
chr1	9555585	9555598	+
chr1	9555654	9555667	+
chr1	9561664	9561677	+
chr1	9588549	9588562	+
chr1	9588607	9588620	-
chr1	9588618	9588631	+
chr1	9588669	9588682	+
chr1	9588766	9588779	+
chr1	9588825	9588838	-
chr1	9588828	9588841	-
chr1	9606787	9606800	-
chr1	9606811	9606824	-
chr1	9606920	9606933	-
chr1	9606977	9606990	+
chr1	9607321	9607334	+
chr1	9627107	9627120	-
chr1	9627119	9627132	+
chr1	9627185	9627198	-
chr1	9627186	9627199	+
chr1	9649939	9649952	-
chr1	9662396	9662409	-
chr1	9673873	9673886	-
chr1	9689180	9689193	+
chr1	9689332	9689345	+
chr1	9689404	9689417	+
chr1	9689484	9689497	-
chr1	9689485	9689498	+
chr1	9702383	9702396	+
chr1	9702395	9702408	-
chr1	9702428	9702441	+
chr1	9746957	9746970	+
chr1	9746967	9746980	+
chr1	9784722	9784735	-
chr1	9784723	9784736	+
chr1	9824001	9824014	+
chr1	9825559	9825572	-
chr1	9825590	9825603	-
chr1	9825593	9825606	-
chr1	9825632	9825645	-
chr1	9825806	9825819	-
chr1	9825836	9825849	-
chr1	9835888	9835901	+
chr1	9836065	9836078	-
chr1	9836190	9836203	+
chr1	9836212	9836225	+
chr1	9836235	9836248	+
chr1	9836281	9836294	+
chr1	9836337	9836350	-
chr1	9836344	9836357	-
chr1	9836348	9836361	+
chr1	9842784	9842797	-
chr1	9842972	9842985	+
chr1	9843041	9843054	+
chr1	9843072	9843085	+
chr1	9843417	9843430	+
chr1	9843446	9843459	+
